name,workload,distribution,access,lock,memory_affinity,partitions,threads,throughput
hashbrown,YcsbA,Uniform,Erew,Shared,Local,7,7,30087843
hashbrown,YcsbA,Uniform,Erew,Shared,Local,8,8,42122996
hashbrown,YcsbA,Uniform,Erew,Shared,Local,9,9,49313345
hashbrown,YcsbA,Uniform,Erew,Shared,Local,10,10,50153025
hashbrown,YcsbA,Uniform,Erew,Shared,Local,11,11,64195853
hashbrown,YcsbA,Uniform,Erew,Shared,Local,12,12,69220690
hashbrown,YcsbA,Uniform,Erew,Shared,Local,13,13,74029273
hashbrown,YcsbA,Uniform,Erew,Shared,Local,14,14,71900955
hashbrown,YcsbA,Uniform,Erew,Shared,Local,15,15,68321419
hashbrown,YcsbA,Uniform,Erew,Shared,Local,16,16,80379755
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,1,1,3681060
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,2,2,7410234
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,3,3,11605316
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,4,4,14990773
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,5,5,20288650
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,6,6,23991248
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,7,7,27460874
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,8,8,30874484
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,9,9,35578822
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,10,10,42754141
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,11,11,46675651
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,12,12,50349621
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,13,13,53902590
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,14,14,57352402
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,15,15,60798229
hashbrown,YcsbA,Uniform,Erew,Sharded,Remote,16,16,64106018
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,1,1,3630371
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,2,2,7289575
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,3,3,11371589
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,4,4,13355823
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,5,5,19704925
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,6,6,23280831
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,7,7,20932565
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,8,8,25019822
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,9,9,34706998
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,10,10,35157490
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,11,11,38456686
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,12,12,44534434
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,13,13,47400327
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,14,14,46509912
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,15,15,48590155
hashbrown,YcsbA,Uniform,Erew,Shared,Remote,16,16,52112293
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,1,4677711
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,2,9351860
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,3,14034748
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,4,18711559
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,5,23363061
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,6,27979450
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,7,32592342
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,8,37178859
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,9,41768864
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,10,46290300
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,11,50839193
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,12,55384861
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,13,59883726
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,14,64371545
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,15,68788634
hashbrown,YcsbA,Uniform,Crew,Shared,Local,1024,16,73285712
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,1,3425869
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,2,6707594
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,3,10020945
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,4,13311009
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,5,16578895
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,6,19858546
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,7,23078912
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,8,26353779
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,9,29548638
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,10,32745689
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,11,35961206
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,12,39175463
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,13,42344340
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,14,45539468
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,15,48678102
hashbrown,YcsbA,Uniform,Crew,Shared,Remote,1024,16,51737827
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,1,1,5405007
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,2,2,10999505
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,3,3,16998055
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,4,4,22369512
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,5,5,29110292
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,6,6,34693321
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,7,7,40197041
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,8,8,45750441
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,9,9,51354262
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,10,10,60023109
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,11,11,65818031
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,12,12,71802243
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,13,13,77263061
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,14,14,82894684
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,15,15,88111248
hashbrown,YcsbA,Zipf,Erew,Sharded,Local,16,16,94195590
hashbrown,YcsbA,Zipf,Erew,Shared,Local,1,1,4688033
hashbrown,YcsbA,Zipf,Erew,Shared,Local,2,2,10339001
hashbrown,YcsbA,Zipf,Erew,Shared,Local,3,3,15976153
hashbrown,YcsbA,Zipf,Erew,Shared,Local,4,4,19746701
hashbrown,YcsbA,Zipf,Erew,Shared,Local,5,5,25259658
hashbrown,YcsbA,Zipf,Erew,Shared,Local,6,6,30228333
hashbrown,YcsbA,Zipf,Erew,Shared,Local,7,7,34075476
hashbrown,YcsbA,Zipf,Erew,Shared,Local,8,8,40244936
hashbrown,YcsbA,Zipf,Erew,Shared,Local,9,9,45087822
hashbrown,YcsbA,Zipf,Erew,Shared,Local,10,10,52826590
hashbrown,YcsbA,Zipf,Erew,Shared,Local,11,11,57615829
hashbrown,YcsbA,Zipf,Erew,Shared,Local,12,12,62655223
hashbrown,YcsbA,Zipf,Erew,Shared,Local,13,13,67584256
hashbrown,YcsbA,Zipf,Erew,Shared,Local,14,14,72682703
hashbrown,YcsbA,Zipf,Erew,Shared,Local,15,15,76973891
hashbrown,YcsbA,Zipf,Erew,Shared,Local,16,16,82419899
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,1,1,4328501
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,2,2,8575928
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,3,3,13084064
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,4,4,17158933
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,5,5,22294188
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,6,6,26502936
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,7,7,30712328
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,8,8,34807640
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,9,9,38876457
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,10,10,45715719
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,11,11,50053172
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,12,12,54282952
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,13,13,58598440
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,14,14,62737724
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,15,15,66782476
hashbrown,YcsbA,Zipf,Erew,Sharded,Remote,16,16,70989390
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,1,1,3853583
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,2,2,8183388
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,3,3,12473058
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,4,4,15656724
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,5,5,20007316
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,6,6,23920070
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,7,7,27266939
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,8,8,31488156
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,9,9,35409966
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,10,10,41704857
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,11,11,45290376
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,12,12,49517797
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,13,13,53787944
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,14,14,57265279
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,15,15,60018089
hashbrown,YcsbA,Zipf,Erew,Shared,Remote,16,16,64402620
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,1,6100952
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,2,9294743
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,3,10161412
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,4,8645756
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,5,7132863
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,6,5997430
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,7,5219692
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,8,4603197
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,9,4146452
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,10,3693459
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,11,3394905
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,12,3221629
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,13,2990600
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,14,2811411
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,15,2642990
hashbrown,YcsbA,Zipf,Crew,Shared,Local,1024,16,2521360
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,1,5088094
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,2,8270020
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,3,9853581
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,4,9078092
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,5,7479014
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,6,6256016
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,7,5366086
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,8,4690173
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,9,4167880
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,10,3774973
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,11,3482307
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,12,3264642
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,13,3019354
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,14,2845809
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,15,2689100
hashbrown,YcsbA,Zipf,Crew,Shared,Remote,1024,16,2537180
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,1,1,6105943
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,2,2,12430805
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,3,3,19718136
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,4,4,25291273
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,5,5,34098067
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,6,6,40280015
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,7,7,46054609
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,8,8,51581332
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,9,9,60905245
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,10,10,69923341
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,11,11,76501614
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,12,12,82510410
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,13,13,88239234
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,14,14,93891029
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,15,15,99341024
hashbrown,YcsbB,Uniform,Erew,Sharded,Local,16,16,104525730
hashbrown,YcsbB,Uniform,Erew,Shared,Local,1,1,5700182
hashbrown,YcsbB,Uniform,Erew,Shared,Local,2,2,11596282
hashbrown,YcsbB,Uniform,Erew,Shared,Local,3,3,18225207
hashbrown,YcsbB,Uniform,Erew,Shared,Local,4,4,23597118
hashbrown,YcsbB,Uniform,Erew,Shared,Local,5,5,31977128
hashbrown,YcsbB,Uniform,Erew,Shared,Local,6,6,36661924
hashbrown,YcsbB,Uniform,Erew,Shared,Local,7,7,30210989
hashbrown,YcsbB,Uniform,Erew,Shared,Local,8,8,47804395
hashbrown,YcsbB,Uniform,Erew,Shared,Local,9,9,57352913
hashbrown,YcsbB,Uniform,Erew,Shared,Local,10,10,54503947
hashbrown,YcsbB,Uniform,Erew,Shared,Local,11,11,71725384
hashbrown,YcsbB,Uniform,Erew,Shared,Local,12,12,77146516
hashbrown,YcsbB,Uniform,Erew,Shared,Local,13,13,82436772
hashbrown,YcsbB,Uniform,Erew,Shared,Local,14,14,87435433
hashbrown,YcsbB,Uniform,Erew,Shared,Local,15,15,68785984
hashbrown,YcsbB,Uniform,Erew,Shared,Local,16,16,97147208
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,1,1,4415086
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,2,2,8771124
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,3,3,13558744
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,4,4,17485581
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,5,5,23157887
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,6,6,27450983
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,7,7,31463120
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,8,8,35337173
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,9,9,41132239
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,10,10,47134192
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,11,11,51758660
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,12,12,55752542
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,13,13,59730275
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,14,14,63329636
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,15,15,67322330
hashbrown,YcsbB,Uniform,Erew,Sharded,Remote,16,16,70953860
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,1,1,4189200
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,2,2,8318723
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,3,3,12984594
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,4,4,16586322
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,5,5,22191356
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,6,6,26170661
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,7,7,18507339
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,8,8,25329892
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,9,9,39760197
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,10,10,37500954
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,11,11,40582819
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,12,12,52550162
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,13,13,56674926
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,14,14,48097831
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,15,15,50561988
hashbrown,YcsbB,Uniform,Erew,Shared,Remote,16,16,52740662
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,1,5351245
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,2,10573925
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,3,15815540
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,4,21040496
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,5,26213488
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,6,31417488
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,7,36592389
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,8,41739582
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,9,46876471
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,10,52021712
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,11,57128854
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,12,62246084
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,13,67309830
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,14,72384567
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,15,77458825
hashbrown,YcsbB,Uniform,Crew,Shared,Local,1024,16,82470468
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,1,3938684
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,2,7672529
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,3,11438632
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,4,15199220
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,5,18929846
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,6,22648728
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,7,26360182
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,8,30047676
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,9,33734551
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,10,37403052
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,11,41048874
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,12,44736799
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,13,48370323
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,14,51980524
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,15,55618100
hashbrown,YcsbB,Uniform,Crew,Shared,Remote,1024,16,59206872
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,1,1,5517401
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,2,2,11247077
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,3,3,17384302
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,4,4,22922644
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,5,5,29712148
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,6,6,35515896
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,7,7,41226104
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,8,8,46889505
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,9,9,52539507
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,10,10,61450780
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,11,11,67588270
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,12,12,73641859
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,13,13,79140242
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,14,14,85134529
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,15,15,90969052
hashbrown,YcsbB,Zipf,Erew,Sharded,Local,16,16,96424740
hashbrown,YcsbB,Zipf,Erew,Shared,Local,1,1,5240593
hashbrown,YcsbB,Zipf,Erew,Shared,Local,2,2,10739217
hashbrown,YcsbB,Zipf,Erew,Shared,Local,3,3,16590504
hashbrown,YcsbB,Zipf,Erew,Shared,Local,4,4,21873009
hashbrown,YcsbB,Zipf,Erew,Shared,Local,5,5,28027833
hashbrown,YcsbB,Zipf,Erew,Shared,Local,6,6,30370751
hashbrown,YcsbB,Zipf,Erew,Shared,Local,7,7,35804927
hashbrown,YcsbB,Zipf,Erew,Shared,Local,8,8,40426770
hashbrown,YcsbB,Zipf,Erew,Shared,Local,9,9,45357813
hashbrown,YcsbB,Zipf,Erew,Shared,Local,10,10,50810166
hashbrown,YcsbB,Zipf,Erew,Shared,Local,11,11,55224676
hashbrown,YcsbB,Zipf,Erew,Shared,Local,12,12,63183342
hashbrown,YcsbB,Zipf,Erew,Shared,Local,13,13,68383434
hashbrown,YcsbB,Zipf,Erew,Shared,Local,14,14,73453643
hashbrown,YcsbB,Zipf,Erew,Shared,Local,15,15,74269648
hashbrown,YcsbB,Zipf,Erew,Shared,Local,16,16,79529711
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,1,1,4375981
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,2,2,8651484
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,3,3,13194411
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,4,4,17286240
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,5,5,22435410
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,6,6,26730475
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,7,7,30954842
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,8,8,35082750
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,9,9,39156887
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,10,10,45989316
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,11,11,50326656
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,12,12,54700861
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,13,13,58930696
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,14,14,63240349
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,15,15,67411745
hashbrown,YcsbB,Zipf,Erew,Sharded,Remote,16,16,71446423
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,1,1,4195619
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,2,2,8361054
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,3,3,12758373
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,4,4,16710897
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,5,5,21479274
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,6,6,25572763
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,7,7,25516225
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,8,8,33601048
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,9,9,33978566
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,10,10,40213851
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,11,11,44067859
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,12,12,52611262
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,13,13,56774563
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,14,14,55483102
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,15,15,59164236
hashbrown,YcsbB,Zipf,Erew,Shared,Remote,16,16,62990310
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,1,6347090
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,2,11110899
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,3,14596202
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,4,16147445
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,5,16498449
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,6,15859673
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,7,15127607
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,8,14344717
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,9,13902667
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,10,13175996
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,11,12666397
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,12,12307107
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,13,11936596
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,14,11336938
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,15,11054405
hashbrown,YcsbB,Zipf,Crew,Shared,Local,1024,16,10974210
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,1,5211138
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,2,9409552
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,3,12798255
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,4,15194468
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,5,15796290
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,6,15695399
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,7,15052474
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,8,14457432
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,9,13742875
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,10,13142779
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,11,12559318
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,12,12069355
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,13,11675785
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,14,11753843
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,15,11354887
hashbrown,YcsbB,Zipf,Crew,Shared,Remote,1024,16,10726624
